"","X.1","X","tweet_text","negative","positive","neutral","total_sentiment","Hour","Date","Platform","re_tweets"
"41",41,41," Ts is exactly what Pappu  amp  opposition has done to themselves by opposing  Demonetization Now none can stop Modi bandwagon ti ",1,0,0,"negative","18","23"," Web Client",41
"42",42,42," Harvard s Larry Summers calls  Demonetization as poor policy with disproportionate negative impact on poor trade   ",2,0,0,"negative","18","23"," Android",9
"43",43,43," 8  This tweet of  BIBI explains why she is having a prob with  demonetization   In first part she says she can t ",0,0,1,"neutral","18","23"," Android",76
"44",44,44," you have 12 5 k followers yet you are not getting enough likes for your tweets against  demonetization  You need to introspect ",0,0,1,"neutral","18","23"," Android",0
"45",45,45," DeMonetization Effect   Visa  Master Card  Amex all Accepted    ",0,1,0,"positive","18","23","Facebook",0
"46",46,46," 8  This tweet of  BIBI explains why she is having a prob with  demonetization   In first part she says she can t ",0,0,1,"neutral","18","23"," iPhone",76
"47",47,47,"  DeMonetization survey results after 24 hours 5Lacs opinions Amazing response amp  Commitment in fight against Blackmoney  ",1,0,0,"negative","18","23"," Android",59
"48",48,48," Former FinSec  RBI Dy Governor  CBDT Chair   Harvard Professor lambaste  Demonetization   If not for Aam Aadmi  listen to th ",0,1,0,"positive","18","23","TweetCaster for Android",12
"49",49,49,"  demonetization eye opener video bt i doubt as few jurnos don t want2 hear  ve of    ",1,1,0,"positive","18","23"," Web Client",4
"50",50,50," Survey result so far by  on  Demonetization  5 lakh response in 24 hrs  90  supports note ban   MeraDeshBadalRaha ",1,0,0,"negative","18","23"," iPhone",30
"51",51,51," Is  ModiSarkar  s  achedin campaign on  demonetization a  goebbelsian  masterstroke that turns blind eye to  GroundZero shocks  ",1,0,0,"negative","18","23"," Android",1
"52",52,52," Survey result so far by  on  Demonetization  5 lakh response in 24 hrs  90  supports note ban   MeraDeshBadalRaha ",1,0,0,"negative","18","23"," Android",30
"53",53,53," 8  This tweet of  BIBI explains why she is having a prob with  demonetization   In first part she says she can t ",0,0,1,"neutral","18","23"," Android",76
"54",54,54," demonetization is Communal and Black Money is Secular   ",1,1,0,"positive","18","23"," Android",1
"55",55,55,"  Doltiwal I mean  JaiChandKejriwal is  hurt  by  Demonetization as the same has rendered USELESS  ed  U 00A0  U 00BD  ed  U 00B1  U 0089   acquired funds  No wo ",2,0,0,"negative","18","23"," Android",20
"56",56,56,"   demonetization hardly affects tax dodgers  amp   NETAS who excel in  CashlessCorruption  amp  have multiplied bad weal ",2,1,0,"negative","18","23"," Android",1
"57",57,57," BEFORE and AFTER Gandhi ji heard they are standing there against  Demonetization   ",0,1,0,"positive","18","23"," Android",95
"58",58,58,"Section 144 issued by District Magistrate   Indore prohibiting  socialmedia posts on  demonetization  Why    citizen ",0,1,0,"positive","18","23"," Web Client",0
"59",59,59," CPI M opposes Co op Banks in West Bengal but supports them in Kerala  Y Pawar U turned on  Demonetization ",0,0,1,"neutral","18","23"," Android",29
"60",60,60,"RT roshankar  Harvard s Larry Summers calls  Demonetization as poor policy with disproportionate negative impact o  ",2,0,0,"negative","18","23","Put your button on any page! ",0
"61",61,61,"  Demonetization   gives hilarious  shagun  suggestion to those struggling with wedding season  ",0,1,0,"positive","18","23"," Android",15
"62",62,62," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","18","23"," Android",637
"63",63,63,"  Demonetization The time has come to put MUDRA into action  writes Prof  R Vaidyanathan      ",0,1,0,"positive","18","23"," Android",30
"64",64,64,"  Demonetization move of Modi  Who is supporting it  who is opposing it and why  A complete coverage of all parties   ",0,1,0,"positive","18","23"," Android",19
"65",65,65," Question in Narendra Modi App where PM is taking feedback if people support his  DeMonetization strategy ",0,1,0,"positive","18","23"," Android",120
"66",66,66," Huge support for PM   s  demonetization Move Across the Nation  80 86  people back demonetization  C voter su ",0,0,1,"neutral","18","23"," Android",270
"67",67,67,"Effects of sluggish economy  negative IIP   Demonetization   Does the Great Leader even bother except continued dra  ",3,1,0,"negative","18","23"," Web Client",0
"68",68,68," Ts is exactly what Pappu  amp  opposition has done to themselves by opposing  Demonetization Now none can stop Modi bandwagon ti ",1,0,0,"negative","18","23"," iPhone",41
"69",69,69,"RT roshankar  Harvard s Larry Summers calls  Demonetization as poor policy with disproportionate negative impact o  ",2,0,0,"negative","18","23","IFTTT",0
"70",70,70," 8  This tweet of  BIBI explains why she is having a prob with  demonetization   In first part she says she can t ",0,0,1,"neutral","18","23"," Android",76
"71",71,71," Here  struggling for one answer against  Demonetization  He should have taken some Congress leader lik ",0,1,0,"positive","18","23"," Android",1868
"72",72,72," Demonetization and the Indian Economy An Interview by Doordarshan with Sri S Gurumurthy ",0,0,1,"neutral","18","23"," Web Client",0
"73",73,73," After the  demonetization  searches about  NarendraModi s app are trending on app stores ",0,0,1,"neutral","18","23"," Web Client",11
"74",74,74," Former FinSec  RBI Dy Governor  CBDT Chair   Harvard Professor lambaste  Demonetization   If not for Aam Aadmi  listen to th ",0,1,0,"positive","18","23"," Web Client",12
"75",75,75," Survey result so far by  on  Demonetization  5 lakh response in 24 hrs  90  supports note ban   MeraDeshBadalRaha ",1,0,0,"negative","18","23"," Android",30
"76",76,76," After much contemplation I have come to the conclusion that nothing explains Modi s  DeMonetization better than monumental ",0,1,0,"positive","18","23"," Android",2
"77",77,77," What  demonetization indicates is loss of freedom Besides laws constitution court cops 2 govern people govt is using m ",1,2,0,"positive","18","23"," Web Client",1
"78",78,78," Did you vote on  Demonetization on Modi survey app ",1,1,0,"positive","18","23"," Web Client",66
"79",79,79,"Ppl of India extending overwhelming supprt to  Ji s crusade agnst black money Survey   ",2,2,0,"positive","18","23"," Web Client",0
"80",80,80," Harvard s Larry Summers calls  Demonetization as poor policy with disproportionate negative impact on poor trade   ",2,0,0,"negative","18","23"," Android",9
"81",81,81," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","18","23"," Android",637
"82",82,82,"  DeMonetization survey results after 24 hours 5Lacs opinions Amazing response amp  Commitment in fight against Blackmoney  ",1,0,0,"negative","18","23"," Android",59
"83",83,83,"People from rural areas are coming to Delhi just to withdraw cash    They have given up on govt  logistics      Demonetization",1,1,0,"positive","18","23","TweetCaster for Android",0
"84",84,84," Critical question  Was PayTM informed about  Demonetization edict by PM  It s clearly fishy and requires full disclosure  amp  ",1,2,0,"positive","18","23"," Android",331
"85",85,85,"  Demonetization   gives hilarious  shagun  suggestion to those struggling with wedding season  ",0,1,0,"positive","18","23"," Android",15
"86",86,86," Harvard s Larry Summers calls  Demonetization as poor policy with disproportionate negative impact on poor trade   ",2,0,0,"negative","18","23"," iPhone",9
"87",87,87,"RT roshankar  Harvard s Larry Summers calls  Demonetization as poor policy with disproportionate negative impact o  ",2,0,0,"negative","18","23","IFTTT",0
"88",88,88," Calling all Nationalists to join    Walk for  CorruptionFreeIndia and spread the benefits of  Demonetization among the mas ",0,1,0,"positive","18","23"," Android",112
"89",89,89," After much contemplation I have come to the conclusion that nothing explains Modi s  DeMonetization better than monumental ",0,1,0,"positive","18","23"," Android",2
"90",90,90," BEFORE and AFTER Gandhi ji heard they are standing there against  Demonetization   ",0,1,0,"positive","18","23"," Android",95
"91",91,91," demonetization 90   of population is accepting it as country building measure  why these so called politicians opp  ",0,2,0,"positive","18","23"," iPhone",0
"92",92,92," Teacher  is there anybody who is absent today   No response   Teacher says 100  attendance   Demonetization  App  survey  ",1,1,0,"positive","18","23"," Web Client",6
"93",93,93,"15 days after  demonetization  country is still suffering 4m acute shortage of currency notes  Big loss 2 economy Share market tumbling SOS",3,1,0,"negative","18","23"," Android",0
"94",94,94," Did you vote on  Demonetization on Modi survey app ",1,1,0,"positive","18","23"," Android",66
"95",95,95," Man ends life over fund shortage ahead of daughter s wedding in Gujarat   Demonetization    ",1,2,0,"positive","18","23"," Android",132
"96",96,96," Putting Nation over Party Politics  nitishkumar supports PM  on  Demonetization ",0,0,1,"neutral","18","23"," Android",275
"97",97,97,"  Doltiwal I mean  JaiChandKejriwal is  hurt  by  Demonetization as the same has rendered USELESS  ed  U 00A0  U 00BD  ed  U 00B1  U 0089   acquired funds  No wo ",2,0,0,"negative","18","23"," iPhone",20
"98",98,98," Calling all Nationalists to join    Walk for  CorruptionFreeIndia and spread the benefits of  Demonetization among the mas ",0,1,0,"positive","18","23"," iPhone",112
"99",99,99," As of today  33000 thousand ATMs are functioning    SBI Chairman  Smt  Arundhati Bhattacharya   Demonetization",0,1,0,"positive","18","23"," Web Client",406
"100",100,100," A man shaved his head at Jantar Mantar in protest against  Demonetization  on 13th day of the move  ",0,0,1,"neutral","18","23"," Android",69
"101",101,101,"Very unfortunate    India slips due to  demonetization       ",1,0,0,"negative","18","23"," Android",0
"102",102,102,"What  demonetization indicates is loss of freedom Besides laws constitution court cops 2 govern people govt is using money 2 control people",1,3,0,"positive","18","23"," Web Client",1
"103",103,103," Harvard s Larry Summers calls  Demonetization as poor policy with disproportionate negative impact on poor trade   ",2,0,0,"negative","18","23"," Android",9
"104",104,104,"  Demonetization The time has come to put MUDRA into action  writes Prof  R Vaidyanathan      ",0,1,0,"positive","18","23"," Android",30
"105",105,105," Cooperative banks shut down  sowing season completely disrupted  agri markets  amp  Farmers badly affected  demonetization",1,2,0,"positive","18","23"," Android",22
"106",106,106," Survey result so far by  on  Demonetization  5 lakh response in 24 hrs  90  supports note ban   MeraDeshBadalRaha ",1,0,0,"negative","18","23"," Android",30
"107",107,107," Delete  Pathetic PM who conducts false poll and self praises himself   demonetization  BogusPoll  ModiScaredOfParliament ",1,0,0,"negative","18","23","Mobile Web (M5)",1
"108",108,108," BEFORE and AFTER Gandhi ji heard they are standing there against  Demonetization   ",0,1,0,"positive","18","23"," Android",95
"109",109,109,"  Demonetization   gives hilarious  shagun  suggestion to those struggling with wedding season  ",0,1,0,"positive","18","23"," Windows Phone",15
"110",110,110," Teacher  is there anybody who is absent today   No response   Teacher says 100  attendance   Demonetization  App  survey  ",1,1,0,"positive","18","23"," Android",6
"111",111,111," Demonetization  PM is in  opposition is out of parliament ",1,0,0,"negative","18","23"," Android",0
"112",112,112,"  Doltiwal I mean  JaiChandKejriwal is  hurt  by  Demonetization as the same has rendered USELESS  ed  U 00A0  U 00BD  ed  U 00B1  U 0089   acquired funds  No wo ",2,0,0,"negative","18","23"," Android",20
"113",113,113," Watch what  thinks about  demonetization    ",0,0,1,"neutral","18","23"," Web Client",428
"114",114,114,"    Frankly i don t understand why  doesn t address Parlmnt on  Demonetization  It s his duty amp wil ",0,1,0,"positive","18","23"," Android",57
"115",115,115," Teacher  is there anybody who is absent today   No response   Teacher says 100  attendance   Demonetization  App  survey  ",1,1,0,"positive","18","23"," iPhone",6
"116",116,116," Teacher  is there anybody who is absent today   No response   Teacher says 100  attendance   Demonetization  App  survey  ",1,1,0,"positive","18","23"," Android",6
"117",117,117," Ts is exactly what Pappu  amp  opposition has done to themselves by opposing  Demonetization Now none can stop Modi bandwagon ti ",1,0,0,"negative","18","23"," Android",41
"118",118,118," 8  This tweet of  BIBI explains why she is having a prob with  demonetization   In first part she says she can t ",0,0,1,"neutral","18","23"," Android",76
"119",119,119,"  Doltiwal I mean  JaiChandKejriwal is  hurt  by  Demonetization as the same has rendered USELESS  ed  U 00A0  U 00BD  ed  U 00B1  U 0089   acquired funds  No wo ",2,0,0,"negative","18","23"," Android",20
"120",120,120," Teacher  is there anybody who is absent today   No response   Teacher says 100  attendance   Demonetization  App  survey  ",1,1,0,"positive","18","23"," Android",6
"121",121,121," Did you vote on  Demonetization on Modi survey app ",1,1,0,"positive","18","23"," Android",66
"122",122,122,"  Demonetization   gives hilarious  shagun  suggestion to those struggling with wedding season  ",0,1,0,"positive","18","23"," Android",15
"123",123,123,"  Demonetization move of Modi  Who is supporting it  who is opposing it and why  A complete coverage of all parties   ",0,1,0,"positive","18","23"," Android",19
"124",124,124," 8  This tweet of  BIBI explains why she is having a prob with  demonetization   In first part she says she can t ",0,0,1,"neutral","18","23"," Android",76
"125",125,125,"Aam aadmi punished for sins of  blackmoney hoarders  SBI slashes  deposit rates by 1 9   Demonetization  netascashin ",1,0,0,"negative","18","23","Put your button on any page! ",0
"126",126,126,"Teacher  is there anybody who is absent today   No response   Teacher says 100  attendance   Demonetization  App  survey   ed  U 00A0  U 00BD  ed  U 00B8  U 0082  ed  U 00A0  U 00BD  ed  U 00B8  U 0080  ed  U 00A0  U 00BD  ed  U 00B8  U 00A0  ed  U 00A0  U 00BD  ed  U 00B8  U 00AE ",1,1,0,"positive","18","23"," iPhone",6
"127",127,127," Survey result so far by  on  Demonetization  5 lakh response in 24 hrs  90  supports note ban   MeraDeshBadalRaha ",1,0,0,"negative","18","23"," Android",30
"128",128,128," The queues are not getting longer but are getting shorter day by day  Chanda Kochar ICIC MD and CEO  demonetization ",0,0,1,"neutral","18","23"," Web Client",421
"129",129,129," 8  This tweet of  BIBI explains why she is having a prob with  demonetization   In first part she says she can t ",0,0,1,"neutral","18","23"," Android",76
"130",130,130,"  giving cash through Mini ATMs to people in Hinterland   IndiaKaDil  Helping rural people in  Demonetization ",0,2,0,"positive","18","23"," Android",18
"131",131,131," Did you vote on  Demonetization on Modi survey app ",1,1,0,"positive","18","23"," Android",66
"132",132,132," Watch briefing on  Demonetization by DEA Secy  this morning here  ",0,0,1,"neutral","18","23"," Android",105
"133",133,133," seems deskbhakt was in hibernation mode when GPS enabled 2000 rs was launched by  Modo 4  demonetization  ed  U 00A0  U 00BD  ed  U 00B8  U 0082  ed  U 00A0  U 00BD  ed  U 00B8  U 0082  ed  U 00A0  U 00BD  ed  U 00B8  U 0082 ",0,0,1,"neutral","18","23"," Android",0
"134",134,134," Harvard s Larry Summers calls  Demonetization as poor policy with disproportionate negative impact on poor trade   ",2,0,0,"negative","18","23"," Android",9
"135",135,135," Did you vote on  Demonetization on Modi survey app ",1,1,0,"positive","18","23"," Web Client",66
"136",136,136," Looks Ambit Capital  literally Choked with  demonetization  come on U can t lower d GDP nos by huge margin  Perhaps  they ",2,0,0,"negative","18","23"," Android",3
"137",137,137,"  Demonetization   gives hilarious  shagun  suggestion to those struggling with wedding season  ",0,1,0,"positive","18","23"," Android",15
"138",138,138,"   takes a bite of the governemnt big  demonetization pie  becomes first  paymentbank to go live  ",1,0,0,"negative","18","23"," Android",2
"139",139,139,"  DeMonetization survey results after 24 hours 5Lacs opinions Amazing response amp  Commitment in fight against Blackmoney  ",1,0,0,"negative","18","23"," Android",59
"140",140,140," Huge support for PM   s  demonetization Move Across the Nation  80 86  people back demonetization  C voter su ",0,0,1,"neutral","18","23"," iPhone",270
"141",141,141," Former FinSec  RBI Dy Governor  CBDT Chair   Harvard Professor lambaste  Demonetization   If not for Aam Aadmi  listen to th ",0,1,0,"positive","18","23"," iPhone",12
"142",142,142," Harvard s Larry Summers calls  Demonetization as poor policy with disproportionate negative impact on poor trade   ",2,0,0,"negative","18","23"," iPhone",9
"143",143,143,"The opposition is getting troubled because all their  BlackMoney have become just a piece of paper due to  demonetization   U 092C  U 0940  U 092E  U 093E  U 0930   U 0935  U 093F  U 092A  U 0915  U 094D  U 0937 ",1,0,0,"negative","18","23"," Android",0
"144",144,144," Harvard s Larry Summers calls  Demonetization as poor policy with disproportionate negative impact on poor trade   ",2,0,0,"negative","18","23"," Android",9
"145",145,145," Harvard s Larry Summers calls  Demonetization as poor policy with disproportionate negative impact on poor trade   ",2,0,0,"negative","18","23"," Android",9
"146",146,146," Harvard s Larry Summers calls  Demonetization as poor policy with disproportionate negative impact on poor trade   ",2,0,0,"negative","18","23"," Android",9
"147",147,147,"  Demonetization   gives hilarious  shagun  suggestion to those struggling with wedding season  ",0,1,0,"positive","18","23"," Android",15
"148",148,148,"    Please read alternative side of story also on  Demonetization  amp  support to PM Modi ",0,0,1,"neutral","18","23"," Android",0
"149",149,149,"The effect of  DeMonetization has already shared by    Action are more important than words  ",1,2,0,"positive","18","23"," Android",0
"150",150,150," Joined the line of Opposition MPs demonstrating solidarity on  demonetization  amp demanding that  address Parliame ",2,1,0,"negative","18","23"," Android",71
"151",151,151,"  Demonetization   gives hilarious  shagun  suggestion to those struggling with wedding season  ",0,1,0,"positive","18","23"," Android",15
"152",152,152,"After much contemplation I have come to the conclusion that nothing explains Modi s  DeMonetization better than monumental stupidity ",1,1,0,"positive","18","23"," Web Client",2
"153",153,153," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","18","23"," iPhone",637
"154",154,154," Former FinSec  RBI Dy Governor  CBDT Chair   Harvard Professor lambaste  Demonetization   If not for Aam Aadmi  listen to th ",0,1,0,"positive","18","23"," Web Client",12
"155",155,155,"  Demonetization   gives hilarious  shagun  suggestion to those struggling with wedding season  ",0,1,0,"positive","18","23"," Android",15
"156",156,156," Days before  Demonetization announcement   sold his Heritage shares clearly evident that he had prior knowledge of the ",0,2,0,"positive","18","23"," Android",33
"157",157,157," In view of  current situation  RTGS time  has been extended upto 6 30 PM till 24th November  2016   Demonetization ",0,0,1,"neutral","18","23"," Web Client",180
"158",158,158,"RT ZeeNewsSports   Demonetization  harbhajan singh gives hilarious  shagun  suggestion to those struggling with we  ",0,1,0,"positive","18","23","IFTTT",0
"159",159,159," 8  This tweet of  BIBI explains why she is having a prob with  demonetization   In first part she says she can t ",0,0,1,"neutral","18","23"," Android",76
"160",160,160," 8  This tweet of  BIBI explains why she is having a prob with  demonetization   In first part she says she can t ",0,0,1,"neutral","18","23"," iPhone",76
"161",161,161," Survey result so far by  on  Demonetization  5 lakh response in 24 hrs  90  supports note ban   MeraDeshBadalRaha ",1,0,0,"negative","18","23"," iPhone",30
"162",162,162,"  Demonetization   gives hilarious  shagun  suggestion to those struggling with wedding season  ",0,1,0,"positive","17","23"," Windows",15
"163",163,163," Days before  Demonetization announcement   sold his Heritage shares clearly evident that he had prior knowledge of the ",0,2,0,"positive","17","23"," Android",33
"164",164,164,"  Demonetization   gives hilarious  shagun  suggestion to those struggling with wedding season  ",0,1,0,"positive","17","23"," iPhone",15
"165",165,165," Former FinSec  RBI Dy Governor  CBDT Chair   Harvard Professor lambaste  Demonetization   If not for Aam Aadmi  listen to th ",0,1,0,"positive","17","23"," Android",12
"166",166,166," BEFORE and AFTER Gandhi ji heard they are standing there against  Demonetization   ",0,1,0,"positive","17","23"," iPhone",95
"167",167,167,"  Demonetization   gives hilarious  shagun  suggestion to those struggling with wedding season  ",0,1,0,"positive","17","23"," Windows Phone",15
"168",168,168,"Former FinSec  RBI Dy Governor  CBDT Chair   Harvard Professor lambaste  Demonetization   If not for Aam Aadmi  listen to them no PM Modi ",0,1,0,"positive","17","23"," Web Client",12
"169",169,169,"RT ZeeNewsSports   Demonetization  harbhajan singh gives hilarious  shagun  suggestion to those struggling with we  ",0,1,0,"positive","17","23","IFTTT",0
"170",170,170," Survey result so far by  on  Demonetization  5 lakh response in 24 hrs  90  supports note ban   MeraDeshBadalRaha ",1,0,0,"negative","17","23"," Android",30
"171",171,171," The Modi app on  DeMonetization proves once again that the govt is totally indifferent to the mounting misery and hards ",1,0,0,"negative","17","23"," Android",45
"172",172,172," How come those people crying for line in banks are not crying for line ups here in         demonetization ",1,0,0,"negative","17","23"," Android",22
"173",173,173,"  Demonetization   gives hilarious  shagun  suggestion to those struggling with wedding season  ",0,1,0,"positive","17","23","TweetDeck",15
"174",174,174," 8  This tweet of  BIBI explains why she is having a prob with  demonetization   In first part she says she can t ",0,0,1,"neutral","17","23"," Web Client",76
"175",175,175," BEFORE and AFTER Gandhi ji heard they are standing there against  Demonetization   ",0,1,0,"positive","17","23"," Android",95
"176",176,176," BEFORE and AFTER Gandhi ji heard they are standing there against  Demonetization   ",0,1,0,"positive","17","23"," Android",95
"177",177,177,"  Demonetization   gives hilarious  shagun  suggestion to those struggling with wedding season  ",0,1,0,"positive","17","23"," Android",15
"178",178,178," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","17","23"," Android",637
"179",179,179," Demonetization   gives hilarious  shagun  suggestion to those struggling with wedding season  ",0,1,0,"positive","17","23"," Web Client",15
"180",180,180," A man shaved his head at Jantar Mantar in protest against  Demonetization  on 13th day of the move  ",0,0,1,"neutral","17","23","TweetCaster for Android",69
"181",181,181," Critical question  Was PayTM informed about  Demonetization edict by PM  It s clearly fishy and requires full disclosure  amp  ",1,2,0,"positive","17","23"," Android",331
"182",182,182," Survey result so far by  on  Demonetization  5 lakh response in 24 hrs  90  supports note ban   MeraDeshBadalRaha ",1,0,0,"negative","17","23"," Android",30
"183",183,183," How come those people crying for line in banks are not crying for line ups here in         demonetization ",1,0,0,"negative","17","23"," Web Client",22
"184",184,184,"    Frankly i don t understand why  doesn t address Parlmnt on  Demonetization  It s his duty amp wil ",0,1,0,"positive","17","23"," iPhone",57
"185",185,185," Ts is exactly what Pappu  amp  opposition has done to themselves by opposing  Demonetization Now none can stop Modi bandwagon ti ",1,0,0,"negative","17","23"," Android",41
"186",186,186," Modi s  demonetization received massive public approval  So why is opposition worried about common man and create ruckus i ",2,4,0,"positive","17","23"," Android",9
"187",187,187," Survey result so far by  on  Demonetization  5 lakh response in 24 hrs  90  supports note ban   MeraDeshBadalRaha ",1,0,0,"negative","17","23"," Android",30
"188",188,188,"Harvard s Larry Summers calls  Demonetization as poor policy with disproportionate negative impact on poor trade   ",2,0,0,"negative","17","23"," Web Client",9
"189",189,189,"    Frankly i don t understand why  doesn t address Parlmnt on  Demonetization  It s his duty amp wil ",0,1,0,"positive","17","23"," iPhone",57
"190",190,190,"  Demonetization  The Ultimate Weapon against Black economy  via ",1,0,0,"negative","17","23"," iPhone",7
"191",191,191," Joined the line of Opposition MPs demonstrating solidarity on  demonetization  amp demanding that  address Parliame ",2,1,0,"negative","17","23"," iPhone",71
"192",192,192,"Monumental blunder or monumental plunder or both   demonetization",2,0,0,"negative","17","23"," Web Client",0
"193",193,193," And they say  demonetization is failure ",1,0,0,"negative","17","23"," Android",102
"194",194,194," 8  This tweet of  BIBI explains why she is having a prob with  demonetization   In first part she says she can t ",0,0,1,"neutral","17","23"," Android",76
"195",195,195,"Modi acted against national interest  The way to cashless economy need not be  Demonetization  A badly planned move ",1,1,0,"positive","17","23"," Windows Phone",0
"196",196,196," The effect of  Demonetization      ",0,0,1,"neutral","17","23"," Android",45
"197",197,197," More than 700 Fish Vendors across Kolkata have started using e wallets  Before  demonetization this number was zero    Thi ",0,0,1,"neutral","17","23"," Android",947
"198",198,198," Critical question  Was PayTM informed about  Demonetization edict by PM  It s clearly fishy and requires full disclosure  amp  ",1,2,0,"positive","17","23"," Android",331
"199",199,199," Survey result so far by  on  Demonetization  5 lakh response in 24 hrs  90  supports note ban   MeraDeshBadalRaha ",1,0,0,"negative","17","23"," Android",30
"200",200,200," Did you vote on  Demonetization on Modi survey app ",1,1,0,"positive","17","23"," Android",66
"201",201,201," BEFORE and AFTER Gandhi ji heard they are standing there against  Demonetization   ",0,1,0,"positive","17","23"," Android",95
"202",202,202," The effect of  Demonetization      ",0,0,1,"neutral","17","23"," Android",45
"203",203,203," The queues are not getting longer but are getting shorter day by day  Chanda Kochar ICIC MD and CEO  demonetization ",0,0,1,"neutral","17","23"," Android",421
"204",204,204," When was the last time you saw Naveen Patnaik or Chandrababu Naidu being interviewed on BBC or NDTV on  DeMonetization ",0,0,1,"neutral","17","23"," Android",391
"205",205,205,"  Demonetization move of Modi  Who is supporting it  who is opposing it and why  A complete coverage of all parties   ",0,1,0,"positive","17","23"," Android",19
"206",206,206," After the  demonetization  searches about  NarendraModi s app are trending on app stores ",0,0,1,"neutral","17","23"," iPhone",11
"207",207,207," The effect of  Demonetization      ",0,0,1,"neutral","17","23"," Android",45
"208",208,208," A man shaved his head at Jantar Mantar in protest against  Demonetization  on 13th day of the move  ",0,0,1,"neutral","17","23"," Android",69
"209",209,209," BEFORE and AFTER Gandhi ji heard they are standing there against  Demonetization   ",0,1,0,"positive","17","23"," iPhone",95
"210",210,210," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","17","23"," iPhone",637
"211",211,211," Survey result so far by  on  Demonetization  5 lakh response in 24 hrs  90  supports note ban   MeraDeshBadalRaha ",1,0,0,"negative","17","23"," Android",30
"212",212,212," 8  This tweet of  BIBI explains why she is having a prob with  demonetization   In first part she says she can t ",0,0,1,"neutral","17","23","Mobile Web (M5)",76
"213",213,213," A Housewife s view on  demonetization ",0,0,1,"neutral","17","23"," Android",114
"214",214,214,"  MD ItzCash   was live on ET talking about the impact of  Demonetization towards digitization in India  ",0,0,1,"neutral","17","23"," Web Client",5
"215",215,215," A man shaved his head at Jantar Mantar in protest against  Demonetization  on 13th day of the move  ",0,0,1,"neutral","17","23"," Android",69
"216",216,216," Difficult to verify but if true points to orchestrated campaign to discredit  demonetization with paid fear mongers htt ",2,1,0,"negative","17","23"," Android",1057
"217",217,217," BEFORE and AFTER Gandhi ji heard they are standing there against  Demonetization   ",0,1,0,"positive","17","23"," iPhone",95
"218",218,218," Critical question  Was PayTM informed about  Demonetization edict by PM  It s clearly fishy and requires full disclosure  amp  ",1,2,0,"positive","17","23"," Android",331
"219",219,219," 8  This tweet of  BIBI explains why she is having a prob with  demonetization   In first part she says she can t ",0,0,1,"neutral","17","23"," iPhone",76
"220",220,220," The Modi app on  DeMonetization proves once again that the govt is totally indifferent to the mounting misery and hards ",1,0,0,"negative","17","23"," iPhone",45
"221",221,221," L amp T is retrenching 14000 employees   Hope none of the supporters of  Demonetization are included ",0,2,0,"positive","17","23"," Android",5
"222",222,222," 8  This tweet of  BIBI explains why she is having a prob with  demonetization   In first part she says she can t ",0,0,1,"neutral","17","23"," Android",76
"223",223,223," Rs 40 lakh looted from a bank in Kishtwar in J amp K  Third such incident since  demonetization  That s how terrorists have ",0,0,1,"neutral","17","23"," iPhone",637
"224",224,224," Days before  Demonetization announcement   sold his Heritage shares clearly evident that he had prior knowledge of the ",0,2,0,"positive","17","23"," Android",33
"225",225,225," This is exactly how some people behaving on  demonetization   Since Modi Did it lets oppose it If Sonia Gandhi have done i ",1,0,0,"negative","17","23"," Android",120
"226",226,226," Today I delivered a speech on various issues including  BlackMoney n  demonetization at     ",0,2,0,"positive","17","23"," Android",8
"227",227,227," Economy and cost of  Demonetization  ",0,0,1,"neutral","17","23"," Android",2
"228",228,228," Ts is exactly what Pappu  amp  opposition has done to themselves by opposing  Demonetization Now none can stop Modi bandwagon ti ",1,0,0,"negative","17","23"," Android",41
"229",229,229," BEFORE and AFTER Gandhi ji heard they are standing there against  Demonetization   ",0,1,0,"positive","17","23"," Android",95
"230",230,230," BEFORE and AFTER Gandhi ji heard they are standing there against  Demonetization   ",0,1,0,"positive","17","23","Mobile Web (M5)",95
"231",231,231," 8  This tweet of  BIBI explains why she is having a prob with  demonetization   In first part she says she can t ",0,0,1,"neutral","17","23"," iPhone",76
"232",232,232," BEFORE and AFTER Gandhi ji heard they are standing there against  Demonetization   ",0,1,0,"positive","17","23"," Android",95
"233",233,233," NO   will say this fire was caused because of  DeMonetization and  is responsible  ",0,1,0,"positive","17","23"," Android",91
"234",234,234," Most people are with you  on  Demonetization Pl run a poll on where citizens face most harassment in the ",0,0,1,"neutral","17","23"," iPhone",12
"235",235,235,"  Demonetization s Impact On the  India  Retail sector   Re Tales by Pankaj Renjhen   ET Retail ",0,0,1,"neutral","17","23"," Android",2
"236",236,236," Putting Nation over Party Politics  nitishkumar supports PM  on  Demonetization ",0,0,1,"neutral","17","23"," Android",275
"237",237,237," The Modi app on  DeMonetization proves once again that the govt is totally indifferent to the mounting misery and hards ",1,0,0,"negative","17","23"," Android",45
